Course Title	Restrictions	Prerequisites	Descriptions
POLS*4320 Advanced Lecture on Human Rights,  Ethics and Development Fall Only (LEC: 3) [0.50]	Restriction(s): POLS*4300. This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see the departmental website for more information.	Prerequisite(s): 12.50 credits including [(1 of IDEV*2000, IDEV*2400, POLS*2080, POLS*2100, POLS*2200), 1.00 credits at the 3000 level in Political Science].	This advanced lecture course examines the political and ethical consequences of adopting a human rights framework in national and international contexts by both state and non-state actors. This subject will be explored from a range of historical, theoretical and practical perspectives.
POLS*4340 Nationalism, State-building and Identity Unspecified (LEC: 3) [1.00]	NONE	Prerequisite(s): 12.50 credits including [(1 of POLS*2000, POLS*2100, POLS*2200), 0.50 credits at the 3000 level in the Comparative Politics stream or the International Relations and Global Studies stream]. Streams are defined under the Political Science Major.	The course examines the role of nationalism in contemporary politics. Nationalism as such is understood as a major political force in state-building. Its impact on both global and national politics is assessed in relation to other forms of identity-based politics.
POLS*4710 Topics in Comparative Politics Unspecified (LEC: 3) [1.00]	Restriction(s): POLS*4760. This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see the departmental website for more information.	Prerequisite(s): 12.50 credits including [(1 of IDEV*2000, POLS*2080 or POLS*2100), 1.00 credits at the 3000 level in the Comparative Politics stream]. Streams are defined under the Political Science Major.	This course considers theories and problems in comparative politics and government in developing and industrialized countries. The geographical and theoretical focus of the course will reflect the interests of the instructor.
POLS*4720 Topics in International Relations Unspecified (LEC: 3) [1.00]	Restriction(s): POLS*4770. This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see the departmental website for more information.	Prerequisite(s): 12.50 credits including (POLS*2200, 1.00 credits at the 3000 level in the International Relations and Global Studies stream). Streams are defined under the Political Science Major.	This course considers theories and problems in the field of International Relations. The theoretical and/or geographical focus of the course will reflect the interests of the instructor.
POLS*4730 International Relations of the Middle  East Winter Only (LEC: 3) [1.00]	Restriction(s): POLS*4910	Prerequisite(s): 12.50 credits including (POLS*2200, 1.00 credit at the 3000 level in the Comparative Politics and/or International Relations and Global Studies streams). Streams are defined under the Political Science Major.	This course is designed as an advanced introduction to the international relations of the Middle East. The course focuses on theories of international relations and their applicability to specific case studies of Middle Eastern politics. The course provides a critical examination of conflicts in the region, and contextualizes those conflicts within both realist and neo-realist theories of international relations. The course also provides a critical examination of the Arab-Israeli crisis, with a focus on peace negotiations. The course is offered as a seminar, with a heavy emphasis on class participation. Students participate in a simulation of an Arab-Israeli peace negotiation.
POLS*4740 Advanced Topics in Rights and Liberties Fall Only (LEC: 3) [1.00]	Restriction(s): POLS*4780. CJPP and CJPP:C students are restricted to a maximum of 3.00 credits in SOC and POLS 4000-level CJPP restricted electives. This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see the departmental website for more information.	Prerequisite(s): 12.50 credits including 2 of POLS*3020, POLS*3130, POLS*3140, POLS*3210, POLS*3300, POLS*3350.	The course explores rights and liberties from various perspectives depending on the interests of the instructor. Potential topics include exploring the political, social, and legal factors and theories that explain the development of rights and liberties; rights and liberties in a comparative and international context; or the philosophical and policy debates surrounding rights and liberties.
POLS*4760 Advanced Lecture in Comparative Politics Winter Only (LEC: 3) [0.50]	Restriction(s): POLS*4710. This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see the departmental website for more information.	Prerequisite(s): 12.50 credits including [(1 of IDEV*2000, POLS*2080 or POLS*2100), 1.00 credits in the Comparative Politics stream]. Streams are defined under the Political Science Major.	This advanced lecture course examines theories and problems in comparative politics and government in developing and industrialized countries. The geographical and theoretical focus of the course will vary depending on the interests of the instructor.
POLS*4770 Advanced Lecture in International  Relations Fall Only (LEC: 3) [0.50]	Restriction(s): POLS*4720. This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see the departmental website for more information.	Prerequisite(s): 12.50 credits including [POLS*2200, (2 of POLS*3160, POLS*3320, POLS*3490, POLS*3790)]	This advanced lecture course considers theories and problems in the field of International Relations. The theoretical and/or geographical focus will reflect the interests of the instructor.
POLS*4780 Advanced Lecture in Rights and Liberties Fall and Winter (LEC: 3) [0.50]	Restriction(s): POLS*4740. CJPP and CJPP:C students are restricted to a maximum of 3.00 credits in SOC and POLS 4000-level CJPP restricted electives. This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see the departmental website for more information.	Prerequisite(s): 12.50 credits including 2 of POLS*3020, POLS*3130, POLS*3140, POLS*3210, POLS*3300, POLS*3350	This lecture course explores rights and liberties from various perspectives depending on the interests of the instructor. Potential topics include exploring the political, social, and legal factors and theories that explain the development of rights and liberties; rights and liberties in a comparative and international context; or the philosophical and policy debates surrounding rights and liberties.
POLS*4900 Special Topics Seminar in Political  Science Summer, Fall, and Winter (LEC: 3) [1.00]	NONE	Prerequisite(s): 14.00 credits, including 1.00 credits in Political Science at the 3000 level.	This seminar-based course explores a current issue in Political Science. Topics will vary from year to year and will reflect the research and teaching interests of the faculty member directing the course. Information on the topic of the current offering can be found on the departmental website.
POLS*4910 Selected Topics in Political Science II Summer, Fall, and Winter (LEC: 3) [0.50]	Restriction(s): Instructor consent required.	Prerequisite(s): 1.50 credits at the 3000 level in Political Science or equivalent	This course provides for independent reading and research in selected areas of the discipline not covered by regular course offerings. Prior to enrollment in the course, approval must be obtained from a member of the department willing to supervise the research. Students should approach potential supervisors with a proposal for readings and research, which may include reflection and expansion on a subject matter addressed in previous course assignments.
POLS*4930 Selected Topics in Political Science Summer, Fall, and Winter (LEC: 3) [1.00]	Restriction(s): Instructor consent required.	Prerequisite(s): 1.50 credits at the 3000 level in Political Science or equivalent	This course provides for independent reading and research in selected areas of the discipline not covered by regular course offerings. Prior to enrollment in the course, approval must be obtained from a member of the department willing to supervise the research. Students should approach potential supervisors with a proposal for readings and research, which may include reflection and expansion on a subject matter addressed in previous course assignments.
POLS*4970 Honours Political Science Research I Summer, Fall, and Winter (LEC: 3) [0.50]	Restriction(s): Instructor consent required. CJPP and CJPP:C students are restricted to a maximum of 3.00 credits in SOC and POLS 4000-level CJPP restricted electives.	Prerequisite(s): 70% average in all POLS courses. Recommendation: Students with less than a 75% average are advised not to take this course.	This is Part I of the Honours Essay. Students complete the necessary reading and research for their Honours Essay under the supervision of a department advisor. A research proposal is expected by the end of the semester. Political science majors who wish to pursue an honours thesis must register in this course in their 7th semester. Student selection of an approved subject area and instructor must be completed in the semester previous to enrolment in this course.
POLS*4980 Honours Political Science Research II Summer, Fall, and Winter (LEC: 3) [0.50]	Restriction(s): Instructor consent required. CJPP and CJPP:C students are restricted to a maximum of 3.00 credits in SOC and POLS 4000-level CJPP restricted electives.	Prerequisite(s): POLS*4970	This is Part II of the Honours Essay. Students organize and write their essays under the supervision of their advisor. Major honours political science students must register in this course in their 8th semester.
POPM*3240 Epidemiology Fall and Winter (LEC: 3) [0.50]	Restriction(s): This is a Priority Access Course. Some restrictions may apply during some time periods. Please see the Department of Population Medicine website for more information.	Prerequisite(s): (BIOL*1080 or BIOL*1090), (1 of SOAN*2120, STAT*2040, STAT*2230)	The course examines the basic concepts of health and disease in populations. Methods used in descriptive and analytic epidemiological studies, including the design, analysis and interpretation of results for observational studies and field trials are presented.
POPM*4040 Epidemiology of Food-borne Diseases Fall Only (LEC: 3) [0.50]	Restriction(s): FOOD*4210	Prerequisite(s): 1 of FOOD*3230, POPM*3240	This course examines the epidemiology and prevention of food-borne infections and intoxications, including those of both microbiological and chemical origin. Drawing on outbreak investigations, surveys, risk assessments, government surveillance systems and basic research, the biological, ecological, socio-economic and public health context of these diseases will be discussed.
POPM*4230 Animal Health Fall Only (LEC: 3) [0.50]	Restriction(s): This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. See the departmental website for more information.	Prerequisite(s): 1 of ANSC*2340, ANSC*3080, (ONEH*2000, POPM*3240)	This course examines the causes and effects of important diseases of food animals in Canada, with a focus on dairy cattle. Elements of physiology, epidemiology, microbiology, nutrition, and production management are integrated into a health management approach emphasizing disease prevention. The course is directed at senior undergraduate students with interest in and knowledge of, food animal production agriculture.
PORT*1100 Introductory Portuguese (Brazilian  Culture) Fall Only (LEC: 3) [0.50]	Restriction(s): This course is not intended for students with prior knowledge in Portuguese. Students with previous knowledge in the language must seek advice on course selection from the SOLAL Director and might be assigned to another level of Portuguese.	NONE	This course provides the basics of spoken and written Portuguese. The learning context will be present-day Brazilian culture.
PORT*1110 Intermediate Portuguese (Brazilian  Culture) Winter Only (LEC: 3) [0.50]	Restriction(s): Instructor consent required.	Prerequisite(s): PORT*1100	This course is a continuation of Introductory Portuguese with emphasis on oral work. The learning context will be present-day Brazilian culture.
PSYC*1000 Introduction to Psychology Summer, Fall, and Winter (LEC: 3) [0.50]	Restriction(s): This is a Priority Access Course. Enrolment may be restricted to particular programs or semester levels during certain periods.	NONE	This is an introduction to the content and methods of psychology. It will cover the major areas such as neuroscience, sensation and perception, learning, cognition, motivation, human development, personality, psychopathology and its treatment, and social psychology.
PSYC*1010 Making Sense of Data in Psychological  Research Fall and Winter (LEC: 3) [0.50]	Restriction(s): STAT*2040, STAT*2060, STAT*2080, STAT*2120, STAT*2230. This is a Priority Access Course. Enrolment may be restricted to particular programs or semester levels during certain periods.	Prerequisite(s): PSYC*1000	This course introduces research designs and quantitative approaches used in psychological science, with an emphasis on conceptual understanding. Specific topics include distributions, meta-analysis, confidence intervals and p-values, effect size, and regression, as well as the differences between descriptive, correlational, and experimental research designs.
PSYC*1300 Learning Disabilities Winter Only (LEC: 2, LAB: 2) [0.50]	Restriction(s): PSYC*1400. Restricted to students who are registered with (and recommended by) Student Accessibility Services. Consult with Student Accessibility Services about eligibility.	NONE	This course is offered in partnership with Student Accessibility Services (SAS) for individuals who have experience with a specific learning disability and are registered with Student Accessibility Services. Through a combination of lectures and seminars, central issues in the area of learning disabilities are explored with considerable opportunities for discussion. The course aims to help students with developing the tools to understand their own specific learning needs, foster the development of new learning skills, and deepen one's understanding of firsthand experience through the lens of scholarship in this discipline. A previously completed psychoeducational assessment is required.
PSYC*1400 Mental Health and Well-Being Winter Only (LEC: 4) [0.50]	Restriction(s): PSYC*1300. Restricted to students who are registered with (and recommended by) Student Accessibility Services. Consult with Student Accessibility Services about eligibility.	NONE	With a positive mental health orientation, this course is offered in partnership with Student Accessibility Services (SAS) for individuals who have an identified mental health condition and are registered with Student Accessibility Services. It focuses on better understanding and promoting mental health and wellbeing, with a joint focus on both a scholarly and applied understanding. Students are expected to gain increased mental health/illness knowledge and understanding, increased academic self-efficacy in the context of mental health challenges, and awareness of/practice at skills for improving wellbeing.
PSYC*1500 Foundational Skills for Psychology Fall and Winter (LEC: 3) [0.50]	Restriction(s): Restricted to BAH.PSYC, BAH.PSYC:C, BAG.PSYC	NONE	This course is designed to help Psychology majors to optimize their learning in the Psychology program. The primary focus is on individual skill development with respect to academic learning, written and oral communication, career planning, and working in groups. Specific topics will vary by instructor.
PSYC*2020 Clinical Psychology and Mental Health Winter Only (LEC: 3) [0.50]	Restriction(s): This is a Priority Access Course. Enrolment may be restricted to particular programs or semester levels during certain periods.	Prerequisite(s): PSYC*1000	This course is an introduction to clinical psychology and mental health including a multidimensional conceptualization of mental health, assessment, diagnosis, and treatment. Common psychological disorders will be explored with respect to etiology, assessment, current diagnosis and classification, as well as treatment. Emphasis will be given to broad empirical research and to the experiences of individuals with these disorders.
PSYC*2070 Teams, Leadership, and Professional  Behaviour Fall and Winter (LEC: 3) [0.50]	Restriction(s): Restricted to BAH.PSYC, BAH:PSYC:C, BAG.PSYC	Prerequisite(s): 4.00 credits including PSYC*1000	The course will focus on the theory and practical application of Organizational Psychology with regard to leadership, teams, and professional behaviour. The course will provide students with opportunities to assess their leadership and teamwork skills, as well as active learning activities to practice these skills. Key topics will include work motivation, time management, personal organizational skills, goal setting, conflict management, social influence and stress management.
PSYC*2310 Social Psychology Summer, Fall, and Winter (LEC: 3) [0.50]	Restriction(s): This is a Priority Access Course. Enrolment may be restricted to particular programs or semester levels during certain periods.	Prerequisite(s): PSYC*1000	This course introduces students to the field of social psychology. Major topics introduced will include: social influence, social cognition, attitude, stereotype and prejudice, the self, attraction and interpersonal relationships, group processes and intergroup relations. The course also aims for students to use the knowledge acquired to think critically about how their actions and those of others are influenced by social forces. In addition, the course aims to introduce students to the role of culture in shaping thoughts and behaviour and to provide them an opportunity to appreciate diverse perspectives.
PSYC*2330 Principles of Learning Fall Only (LEC: 3) [0.50]	Restriction(s): This is a Priority Access Course. Enrolment may be restricted to particular programs or semester levels during certain periods.	Prerequisite(s): PSYC*1000	This course provides a detailed description of principles and concepts of learning and motivation, as well as an introduction to their underlying neurobiological mechanisms. Through the examination of empirical evidence in the fields of Psychology and Behavioural Neuroscience, this course offers a comprehensive description of the role of conditioning in normal and abnormal behaviours.
PSYC*2360 Psychological Methods and Statistics Fall and Winter (LEC: 3) [0.50]	NONE	Prerequisite(s): PSYC*1000, (1 of PSYC*1010, STAT*2040, STAT*2060, STAT*2080, STAT*2120, STAT*2230)	This course builds on students' understanding of basic psychological research methods and statistics, with an emphasis on designing, interpreting, and communicating research. Topics covered throughout the term may include: research ethics, the scientific method, qualitative and quantitative measures, reliability and validity, complex research designs using multiple predictor or independent variables, and the reading and writing of psychological journal articles.
PSYC*2390 Sensation and Perception Winter Only (LEC: 3) [0.50]	Restriction(s): This is a Priority Access Course. Enrolment may be restricted to particular programs or semester levels during certain periods.	Prerequisite(s): PSYC*1000	The course objective is to consider the processes of sensory inputs and perception. Approaches ranging from psychophysiology and cognitive psychology to physiology and anatomy will be used. In considering the psychology of sensation and perception, some of the anatomical and physiological aspects of selected senses will be covered in detail and the roles of experience, organization of inputs, and theories of perception are discussed. Topics to be emphasized will vary with the instructor, but may include ontogenetic development, learning, and modification of inputs and their perception. Students will participate in on-line laboratory demonstrations and experiments.
PSYC*2410 Behavioural Neuroscience I Summer and Fall (LEC: 3) [0.50]	Restriction(s): NEUR*2000. Not available to students registered in the BSCH.NEUR and BSCH.NEUR:C. This is a Priority Access Course. Enrolment may be restricted to particular programs or semester levels during certain periods.	Prerequisite(s): PSYC*1000	This course is a general introduction to the structure and function of the nervous system. The physiological basis of sensory (input) systems and the motor (output) system are examined as are central physiological bases of processes such as learning and memory.
PSYC*2450 Developmental Psychology Fall Only (LEC: 3) [0.50]	Restriction(s): FRHD*2270. This is a Priority Access Course. Enrolment may be restricted to particular programs or semester levels during certain periods.	Prerequisite(s): PSYC*1000	This course is an introduction to and an analysis of the major theories of developmental psychology. Emphasis will be placed on the processes of development in the child including physical growth, perception, cognition, personality and interactions with the social environment. The application of developmental psychology to educational and social issues will be discussed.
PSYC*2650 Cognitive Psychology Winter Only (LEC: 3) [0.50]	Restriction(s): This is a Priority Access Course. Enrolment may be restricted to particular programs or semester levels during certain periods.	Prerequisite(s): PSYC*1000	This course is an introduction to cognitive processes, including topics in the areas of attention, memory, language and reasoning. Students will be exposed to and participate in on-line laboratory demonstrations and experiments.
PSYC*2740 Personality Winter Only (LEC: 3) [0.50]	Restriction(s): This is a Priority Access Course. Enrolment may be restricted to particular programs or semester levels during certain periods.	Prerequisite(s): PSYC*1000	This course is a review of the theory, assessment procedures and research findings pertinent to major personality constructs. Personality research, methodology and design will also be covered.
PSYC*3000 Historical and Critical Perspectives on  Psychology Fall and Winter (LEC: 3) [0.50]	Restriction(s): Restricted to BAH.PSYC, BAH.PSYC:C, BAG.PSYC	Prerequisite(s): PSYC*2070, PSYC*2360, (3 of PSYC*2020, PSYC*2310, PSYC*2330, PSYC*2390, PSYC*2410, PSYC*2450, PSYC*2650, PSYC*2740)	The purpose of this course is to help students understand the socio-historical and theoretical context of modern psychological research and practice. This includes: 1) evaluating basic assumptions underlying modern psychology by drawing on historical, theoretical and philosophical perspectives, and 2) investigating historical and current controversies within psychology. Topics may include the question of psychology's scientific status, the assumptions embedded in psychological theory and research methodology, social constructionism, free will/agency, and the relations between psychology, power, ethics, and politics.
PSYC*3020 Psychology of Law Unspecified (LEC: 3) [0.50]	NONE	Prerequisite(s): 2.50 credits in Psychology or PSYC*2310	An examination of psychological methods, findings and theories in the study of law. Topics will include the fallibility of the eyewitness; juror decisional processes; credibility of witnesses and attorneys; socialization into legal systems, police behaviour, etc.
PSYC*3030 Neurochemical Basis of Behaviour Winter Only (LEC: 3) [0.50]	NONE	Prerequisite(s): 2.00 credits in Psychology, (1 of BIOM*3090, NEUR*2000, PSYC*2410)	This course analyses how drugs act on various neurochemical systems to regulate motivation and behaviour. Topics of discussion may include psychopathology and its treatment.
PSYC*3100 Evolutionary Psychology Fall Only (LEC: 3) [0.50]	NONE	Prerequisite(s): 2.50 credits in Psychology	Evolutionary Psychology (EP) offers a Darwinian frame of reference for studying questions about human nature. After reviewing basic material on genetics and natural selection, we will examine and criticize the contribution of EP to the understanding of the various aspects of individual and social behaviour, such as altruism, logic, mate selection, health, morality, aesthetics, and the role of culture.
PSYC*3110 Topics in Health Psychology Winter Only (LEC: 3) [0.50]	NONE	Prerequisite(s): NEUR*2000 or 2.50 credits in Psychology	This course covers research in health psychology. Possible topics include the interplay of psychosocial factors, behaviour, and physical health; pediatric health psychology; health interventions at the individual, family, group or community levels.
PSYC*3240 Independent Research Project Summer, Fall, and Winter (LAB: 6) [0.50]	Restriction(s): A minimum 75% cumulative average in Psychology courses. Instructor consent required.	Prerequisite(s): 2.50 credits in Psychology including PSYC*2360	This course provides individual students with hands-on experience conducting a research project. Students are supervised directly by a faculty member as they conduct an in-depth investigation of a specific topic within psychology. Typically, the course involves both the practice and reporting of research. Through this experience students will develop a broader appreciation of the relations between knowledge, theory and research while acquiring basic skills in research methodologies and modes of inquiry. In addition, students will develop their written and oral communication skills (e.g., integration of relevant literature, reporting of research). Course registration requires the signature of the Psychology Academic Manager. This signature is contingent upon the student demonstrating they have obtained a faculty supervisor's signature and satisfy the course prerequisites. Please see the Psychology department website for more information. https://www.uoguelph.ca/psychology/
PSYC*3270 Cognitive Neuroscience Fall Only (LEC: 3) [0.50]	Restriction(s): This is a Priority Access Course. Enrolment may be restricted to particular programs or semester levels during certain periods.	Prerequisite(s): 1 of NEUR*2000, PSYC*2390, PSYC*2410, PSYC*2650	This course provides an overview of the neural process that support cognitive abilities such as attention, perception, memory, emotion, and reasoning. An emphasis is placed on primary research with the goal of revealing the types of methods that cognitive neuroscientists use, and types of questions that they ask, as they try to understand the relationship between our minds and brains.
PSYC*3280 Minds, Brains & Machines Unspecified (LEC: 3) [0.50]	NONE	Prerequisite(s): 2.50 credits in Psychology or 3.00 credits in Philosophy	This course will introduce the student to basic issues in cognitive science from philosophical and psychological perspectives. Connectionism, Turing Machines, artificial intelligence, and alternative naturalistic models of the mind will be among the topics explored.
PSYC*3290 Conducting Statistical Analyses in  Psychology Fall and Winter (LEC: 3, LAB: 1) [0.50]	Restriction(s): STAT*2050, STAT*2090. Restricted to students in BAH.PSYC, BAH.PSYC:C, BSCH.NEUR, BSCH.NEUR:C with a minimum 70% cumulative average in Psychology courses.	Prerequisite(s): 2.50 credits in Psychology including PSYC*2360	This course focuses on training students in the quantitative analysis and communications skills needed to become a researcher in psychology. Students conduct a correlation-based meta-analysis to help them concretely understand sampling distributions and the difficulties associated with obtaining study results that replicate. This meta-analytic foundation is then leveraged to teach traditional psychological analysis techniques (e.g., t-test, analysis of variance, and bi-variate/multiple regression) with an emphasis on maximizing factors that increase the probability of study findings that replicate. The value of interpreting results using effect sizes with confidence intervals is discussed and the logic of null-hypothesis testing is briefly reviewed.
PSYC*3300 Psychology of Gender Winter Only (LEC: 3) [0.50]	NONE	Prerequisite(s): 2.50 credits in Psychology including PSYC*2310	This course will examine the theories and psychological research that deals with the impact of gender upon people's lives and behaviour. Topics will include gender-role socialization and stereotypes; gender-related status and power differentials; and gender differences and dynamics in the physiological, intrapsychic, interpersonal, and socio-cultural domains.
PSYC*3330 Memory and Attention Fall Only (LEC: 3) [0.50]	NONE	Prerequisite(s): 2.50 credits in Psychology including (PSYC*2650 or PSYC*3270)	This course provides an overview of attention and memory: how we prioritize some objects and events over others and how such prior experience influences our subsequent thoughts, feelings and actions. The course will cover what is known about memory and attention from research in the overlapping fields of cognitive psychology, neuropsychology, and cognitive neuroscience.
PSYC*3350 Cross-Cultural Psychology Fall Only (LEC: 3) [0.50]	NONE	Prerequisite(s): 2.50 credits in Psychology including PSYC*2310	This course provides an examination of cultural differences from the perspective of psychology, and of individual and group relations within and between culturally diverse societies. The primary goal of this course is to provide a framework and knowledge base with which to understand the various contexts, processes and outcomes of intercultural contact.
PSYC*3410 Behavioural Neuroscience II Winter Only (LEC: 3, LAB: 2) [0.50]	Restriction(s): Restricted to students in Neuroscience (major or Minor). This is a Priority Access Course. Some restrictions may apply during some time periods.	Prerequisite(s): NEUR*2000 or PSYC*2410	This course will focus on contemporary research and theory related to such selected topics as physiological correlates of memory, learning, motivation, emotion, stress, sensory and motor functions. Both the central and peripheral components of the nervous system will be examined in relation to the above.
PSYC*3450 Social and Personality Development Winter Only (LEC: 3) [0.50]	Restriction(s): This is a Priority Access Course. Enrolment may be restricted to particular programs or semester levels during certain periods.	Prerequisite(s): 2.00 credits in Psychology including (FRHD*2270 or PSYC*2450)	This course is an examination of research, methodological issues and theories concerning personality-social development. Topics may include temperament, imitation, parent-child interaction, and the development of attachments, sex-roles, morality, aggression and pro-social behaviour.
PSYC*3470 Putting Psychology to Work Winter Only (LEC: 3) [0.50]	Restriction(s): Restricted to BAH.PSYC, BAH.PSYC:C, and BAG.PSYC. This is a Priority Access Course. Enrolment may be restricted to particular programs or semester levels during certain periods.	Prerequisite(s): PSYC*2070, PSYC*2360, (2 of PSYC*2020, PSYC*2310, PSYC*2450, PSYC*2740), (1 of PSYC*2330, PSYC*2390, PSYC*2410, PSYC*2650)	This course provides students with the opportunity to prepare for the transition to post-graduate programs and work, by exploring psychology as it relates to work. Topics include: the history of work and industrial psychology, career management, job analysis, recruitment, selection, employment law, compensation and benefits, performance appraisal, training and development, as well as succession planning.
PSYC*3480 Psychology of Sport Unspecified (LEC: 3) [0.50]	NONE	Prerequisite(s): PSYC*1000 and 4.50 credits	This course provides an examination of individual and group behaviour in physical activities and sports. Emphasis will be placed on understanding psychological concepts which are pertinent to sports, e.g., motivation, social and personality development, cognition, leadership and group dynamics.
PSYC*3490 Social and Organizational Psychology Fall Only (LEC: 3) [0.50]	Restriction(s): Restricted to BAH.PSYC, BAH.PSYC:C, BAG.PSYC.	Prerequisite(s): 3.00 credits in Psychology including PSYC*2070, PSYC*2310	A number of applied issues will be examined from a social and organizational psychological perspective. The topics will include health and well-being; attributions and person perception; intergroup relations and prejudice; and social influence. Students will learn how to apply psychological theories and research to understand and ameliorate applied issues.
PSYC*3570 The Psychology of Death and Dying Unspecified (LEC: 3) [0.50]	NONE	Prerequisite(s): PSYC*1000 and 4.50 credits	An examination of theory, research, and issues in the psychology of death and dying. Emphasis is upon the cognitive operations used to process information about death and the influence of death constructs in daily life. Topics include the development of death concepts throughout the life-span, death anxiety in society, the needs of the dying person, the psychology of grieving, and unexpected losses such as deaths by suicide or miscarriage.
PSYC*3800 Psychology and Education Unspecified (LEC: 3) [0.50]	NONE	Prerequisite(s): FRHD*2270 or PSYC*1000	The application of psychological principles and techniques to the study of the educational process.
PSYC*3850 Intellectual Disabilities Unspecified (LEC: 3) [0.50]	NONE	Prerequisite(s): FRHD*2270 or PSYC*2450	This course covers applied and theoretical aspects of intellectual disabilities, and lays a foundation for work in the area of intellectual disabilities.
PSYC*3910 Psychology Externship Summer, Fall, and Winter (LAB: 6) [0.50]	Restriction(s): Restricted to BAH.PSYC and BAG.PSYC. Not available to students in BAH.PSYC:C. Instructor consent required.	Prerequisite(s): PSYC*2070, PSYC*2360, (2 of PSYC*2020, PSYC*2310, PSYC*2450, PSYC*2740), (1 of PSYC*2330, PSYC*2390, PSYC*2410, PSYC*2650)	An independent program of study formally integrating the student's academic study with one or more work experiences, to be decided by the student in consultation with the supervisory faculty prior to registration in the course. In order to qualify for this course, the student must be employed in a work setting at the time of registration to help ensure that a suitable project is feasible in the context of a work placement or employment. The department is not responsible for obtaining employment. The course project is aimed at making a significant contribution to the work setting. The student must consult with the supervisory faculty before selecting or registering for the course. (Enrolment is limited. Not open to co-op students.)
PSYC*4240 Advanced Independent Research Project Summer, Fall, and Winter (LEC: 3, LAB: 6) [0.50]	Restriction(s): Restricted to students in BAH.PSYC, BAH.PSYC:C, BSCH.NEUR, or BSCH.NEUR:C with a minimum 75% cumulative average in Psychology courses. Instructor consent required.	Prerequisite(s): 14.00 credits including (PSYC*3290, 1.00 credits in Psychology at the 3000 level)	This course provides individual students with hands-on experience conducting a research project. Students are supervised directly by a faculty member as they conduct an in-depth investigation of a specific topic within psychology. Typically, the course involves both the practice and reporting of research. Students will apply the research and communication skills they have acquired through prior coursework in order to work more independently. Course registration requires the signature of the Psychology Academic Manager. This signature is contingent upon the student demonstrating they have obtained a faculty supervisor's signature and satisfy the course prerequisites. Please see the Psychology department website for more information. https://www.uoguelph.ca/psychology/
PSYC*4290 Psychological Measurement Fall and Winter (LEC: 3) [0.50]	Restriction(s): PSYC*3250. Restricted to students in BAH.PSYC, BAH.PSYC:C, BSCH.NEUR, BSCH.NEUR:C or minor in Neuroscience with a minimum 70% cumulative average in Psychology courses.	Prerequisite(s): PSYC*3290	This course focuses on training students how to conduct research such that measurement theory guides measure selection and construction. Consequences of measurement theory (reliability/validity) for the accuracy of research findings and interpretation of test scores are also covered. A variety of individual difference variables are examined with an emphasis on how measurement strategies differ depending on the nature of the construct.
PSYC*4310 Advanced Topics in Social and Applied  Social Psychology Winter Only (LEC: 3) [0.50]	Restriction(s): Restricted to students in BAH.PSYC or BAH.PSYC:C with a minimum 70% cumulative average in Psychology courses.	Prerequisite(s): 14.00 credits including PSYC*2310, PSYC*3290	This is an in-depth examination of specific advances in social psychological research, theory, and/or applications. Selected topic areas may include the psychology of social groups, women's health and well-being, and community interventions. Specific topics, to be announced prior to course selection, will vary according to the interests of the instructor of the course.
PSYC*4330 Industrial/Organizational Psychology Fall Only (LEC: 3) [0.50]	Restriction(s): Restricted to students in BAH.PSYC or BAH.PSYC:C with a minimum 70% cumulative average in Psychology courses.	Prerequisite(s): 14.00 credits including PSYC*3290, (1 of PSYC*2070, PSYC*3490)	Students will examine theoretical and methodological issues in selected topic areas of industrial/organizational psychology. Selected topic areas may include diversity issues, trust and justice, job performance, employment selection, and stress and well-being. Specific topics, to be announced prior to course selection, will vary according to the interests of the instructor of the course.
PSYC*4460 Advanced Topics in Clinical and Applied  Developmental Psychology Winter Only (LEC: 3) [0.50]	Restriction(s): Restricted to students in BAH.PSYC or BAH.PSYC:C with a minimum 70% cumulative average in Psychology courses.	Prerequisite(s): 14.00 credits including PSYC*2020, PSYC*3290, (1 of FRHD*2270, PSYC*2450, PSYC*2740)	This course covers issues and theories in clinical or applied developmental psychology. Topics may include pediatric (child health) psychology, attachment relationships, non-suicidal self-injury, and aggression. The selected topic, to be announced prior to course selection, will vary on the basis of the expertise of the instructor.
PSYC*4470 Advanced Topics in Behavioural and  Cognitive Neuroscience Fall Only (LEC: 3) [0.50]	Restriction(s): Restricted to students in BAH.PSYC, BAH.PSYC:C, BSCH.NEUR or BSCH.NEUR:C with a minimum 70% cumulative average in Psychology courses, and a minimum of 14.00 completed credits.	Prerequisite(s): PSYC*3270, (NEUR*2000 or PSYC*2410)	Major areas of contemporary behavioural or cognitive neuroscience will be covered in a seminar format. Selected topic areas may include the neural basis of learning, memory, attention, sensation, and perception. The selected topic, to be announced prior to course selection, will vary on the basis of the expertise of the instructor.
